Surveyor,Year,Date,Plot Number,Treatment,Quadrat,L1,L2,Absorption,Height,BioMass Alive,Biomass Dead,Bare,Moss,Fescue,Onion Couch,Cocksfoot,Blue Sedge,Luzula campestrus,Lady's Bedstraw,Birdsfoot Trefoil,White Clover,Red Clover,Yarrow,Eyebright,Yellow Rattle,Ribwort Plantain,Autumnalis,Catsear,Sheeps sorrel,Marsh Orchid,Common Milkwort,Kidney Vetch,Ragwort,Buttercup,Holcus molinia,Horsetail,Mayweed,Sea carrot,Sand Sedge,Chickweed,Black Napweed,Wild thyme,Pyramidal Orchid,Wild angellica,Couch grass?,Perrennial Ryegrass,Self heal,Sea Sandwort,Poa sp.,Fairy flax,Crested Hair Grass,Dandilion,Hogweed,Meadowsweet,Sand Couch X Sea Couch
YB,2019,June 2019',14,No Graze,West,255,138,117,2.6,29.2,6.51,1,60,30,0,0,10,1,8,1,0,0,0,2,2,5,5,1,0,0,2,10,3,1,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0
AF,2020,June 2020',14,No Graze,East,1322,826,496,5.8,34.86,1.34,0,10,25,0,1,20,5,35,3,0,0,1,4,2,14,4,7,0,0,1,19,2,6,2,0,0,1,4,0,0,0,0,0,0,0,0,0,10,3,0,1,0,0,0
AF,2020,June 2020',14,No Graze,South,1234,398,836,8.1,34.86,1.34,0,20,40,0,0,22,3,14,10,0,0,1,1,0,18,7,1,0,0,1,30,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,10,3,6,2,0,0,0
AT,2020,June 2020',14,No Graze,West,1157,475,682,5.5,34.86,1.34,3,30,60,0,0,20,2,15,0,0,0,0,2,0,6,6,1,0,0,2,8,4,2,2,0,0,0,4,2,0,0,2,0,0,0,0,0,2,3,3,0,0,0,0
AT,2020,June 2020',14,No Graze,North,1308,242,1066,5.5,34.86,1.34,0,50,75,0,0,3,2,18,10,0,0,0,3,0,10,3,2,0,0,1,3,1,3,5,0,0,0,1,4,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0
AF,2021,June 2021',14,No Graze,North,1831,1465,366,6.2,15.9,9.16,0,35,58,0,0,13,4,15,2,0,0,1,4,1,10,4,2,0,1,2,9,3,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
AT,2021,June 2021',14,No Graze,South,1649,1127,522,9.1,15.9,9.16,0,39,67,0,0,18,1,4,6,0,0,2,2,0,11,3,1,0,0,10,11,2,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0
AT,2021,June 2021',14,No Graze,East,2051,998,1053,8.5,15.9,9.16,0,41,72,0,1,6,2,10,3,0,0,1,3,0,18,2,1,0,0,3,7,1,2,4,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0
AT,2021,June 2021',14,No Graze,West,1845,1898,-53,11.4,15.9,9.16,0,60,78,0,0,13,1,16,2,0,0,1,3,0,4,6,3,0,0,6,9,2,2,3,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0
AT,2022,June 2022',14,No Graze,South,1076,429,647,8.3,50.72,10.17,0,3,80,0,1,4,2,9,2,0,0,0,0,2,5,3,1,0,0,0,2,0,2,5,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AT,2022,June 2022',14,No Graze,West,1073,644,429,4.5,50.72,10.17,0,18,76,0,0,6,1,33,4,0,0,1,0,3,10,2,2,0,0,2,5,2,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AF,2022,June 2022',14,No Graze,North,1017,318,699,11.5,50.72,10.17,0,18,81,0,0,0,1,8,0,0,0,0,2,0,4,4,2,0,0,3,4,0,2,4,0,0,0,3,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0
AT,2022,June 2022',14,No Graze,East,1084,509,575,8.6,50.72,10.17,0,29,87,0,1,2,1,6,2,0,0,0,2,2,5,2,1,0,0,0,3,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
YB,2019,June 2019',15,No Graze,West,291,172,119,4,26.61,1.77,0,20,16,0,0,5,1,20,8,2,0,0,3,3,12,5,4,0,0,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
YB,2019,June 2019',15,No Graze,North,321,237,84,5.9,26.61,1.77,0,20,50,0,0,8,2,40,3,0,0,0,1,2,5,3,3,0,0,1,5,0,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
AT,2019,June 2019',15,No Graze,South,277,218,59,3.4,26.61,1.77,1,27,36,0,0,17,1,38,4,0,1,0,2,8,8,14,3,0,0,0,3,0,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
AT,2019,June 2019',15,No Graze,East,380,230,150,3.6,26.61,1.77,0,60,55,0,0,13,1,23,5,0,0,0,8,3,4,6,3,0,0,2,6,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,6,0,0,0
AT,2020,June 2020',15,No Graze,North,1299,152,1147,6.8,55.54,9.04,0,20,50,2,1,3,1,17,4,0,0,0,0,1,5,1,2,0,0,0,25,0,3,0,0,0,4,8,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0
AF,2020,June 2020',15,No Graze,West,1236,231,1005,7.3,55.54,9.04,0,25,70,0,0,16,3,14,26,2,0,1,2,2,22,1,3,0,0,1,1,0,3,6,0,0,2,2,1,0,0,0,0,0,0,2,0,5,8,4,0,0,0,0
AT,2020,June 2020',15,No Graze,South,1265,290,975,10.5,55.54,9.04,0,30,60,0,0,8,1,15,7,1,3,0,2,0,3,12,3,0,0,1,40,0,1,4,0,0,1,2,0,0,0,1,0,0,0,1,0,6,2,0,0,0,0,0
AT,2020,June 2020',15,No Graze,East,1491,416,1075,8.1,55.54,9.04,0,30,60,0,0,6,1,26,3,0,0,2,2,1,9,3,2,0,0,1,20,0,3,4,0,0,2,4,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0
AT,2021,June 2021',15,No Graze,East,2157,608,1549,15,38.03,3.62,0,12,68,0,0,10,0,7,3,0,0,0,0,0,4,0,0,0,0,3,21,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0
AT,2021,June 2021',15,No Graze,South,1995,1027,968,11.7,38.03,3.62,0,32,86,0,0,3,2,6,3,0,2,0,0,0,6,4,3,0,0,2,11,0,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
AT,2021,June 2021',15,No Graze,North,2017,766,1251,12.1,38.03,3.62,0,32,80,0,1,4,1,14,5,0,0,0,0,0,10,3,0,0,0,1,27,0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
AF,2021,June 2021',15,No Graze,West,1855,508,1347,10.5,38.03,3.62,0,40,75,0,6,11,10,3,2,0,0,0,0,0,10,1,0,0,0,6,2,1,2,9,0,0,4,0,0,0,0,0,1,0,0,1,0,9,0,2,0,0,0,0
AT,2022,June 2022',15,No Graze,North,1021,119,902,12.8,24.25,47.16,0,5,71,0,5,3,1,14,3,0,0,0,0,0,3,2,2,0,0,0,8,0,2,3,0,0,2,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AF,2022,June 2022',15,No Graze,East,1009,224,785,9.9,24.25,47.16,0,5,82,0,0,2,1,8,3,0,0,0,0,0,3,1,0,0,0,2,4,0,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0
AF,2022,June 2022',15,No Graze,West,1043,98,945,8,24.25,47.16,0,25,75,0,0,10,1,26,2,1,1,0,0,0,1,0,0,0,0,1,2,0,1,3,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AT,2022,June 2022',15,No Graze,South,1054,93,961,6.7,24.25,47.16,0,30,90,0,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,5,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1
AT,2019,June 2019',16,No Graze,South,435,237,198,7.1,33.15,1.02,0,30,50,0,0,0,1,9,2,2,0,1,2,0,3,7,6,0,0,0,40,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
YB,2019,June 2019',16,No Graze,West,397,214,183,4,33.15,1.02,0,30,60,0,0,0,1,15,1,1,0,0,0,1,10,3,3,0,0,0,25,0,2,10,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
AT,2019,June 2019',16,No Graze,North,325,163,162,3.3,33.15,1.02,0,55,65,0,0,0,1,20,0,1,0,0,1,1,3,2,1,0,0,0,10,0,4,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YB,2019,June 2019',16,No Graze,East,271,110,161,5,33.15,1.02,0,60,80,0,0,0,1,30,1,2,0,0,0,0,4,6,2,0,0,0,15,0,2,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
AF,2020,June 2020',16,No Graze,West,1145,239,906,9.3,51.43,2.72,0,10,60,0,2,0,3,22,3,2,0,1,0,0,6,2,2,0,0,0,50,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0
AT,2020,June 2020',16,No Graze,North,1050,152,898,8.9,51.43,2.72,0,12,85,0,0,0,2,15,2,1,0,0,0,0,1,2,0,0,0,0,21,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AT,2020,June 2020',16,No Graze,South,1162,291,871,9.5,51.43,2.72,0,17,80,0,0,0,1,5,1,1,0,0,0,0,3,4,3,0,0,0,25,0,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
AT,2020,June 2020',16,No Graze,East,962,82,880,7.8,51.43,2.72,0,20,70,0,0,0,1,17,1,1,0,1,0,0,0,4,2,0,0,0,20,1,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
AT,2021,June 2021',16,No Graze,South,1413,507,906,8.7,40.6,11.1,0,25,75,0,0,0,1,3,2,1,0,0,0,0,2,0,2,0,0,0,26,0,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AF,2021,June 2021',16,No Graze,East,1461,284,1177,9.7,40.6,11.1,0,50,70,0,0,0,2,8,1,1,0,0,0,0,3,4,2,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AT,2021,June 2021',16,No Graze,North,1561,56,1505,9.6,40.6,11.1,0,57,75,0,0,0,3,3,3,0,0,0,0,0,5,1,1,0,0,0,17,1,2,10,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AF,2021,June 2021',16,No Graze,West,1139,453,686,10.4,40.6,11.1,0,60,75,0,4,0,2,5,1,1,1,0,0,0,5,2,1,0,0,0,16,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
AF,2022,June 2022',16,No Graze,South,970,400,570,3.2,25.69,18.91,0,11,78,0,0,0,2,7,1,1,0,0,0,0,2,0,0,0,0,0,12,0,3,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF,2022,June 2022',16,No Graze,West,965,74,891,5.6,25.69,18.91,0,15,70,0,0,0,2,10,1,0,1,0,0,0,6,1,0,0,0,0,4,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
AT,2022,June 2022',16,No Graze,East,1142,339,803,8.4,25.69,18.91,0,33,78,0,0,0,1,12,2,0,0,0,0,0,2,2,0,0,0,0,8,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
AT,2022,June 2022',16,No Graze,North,1080,560,520,8.1,25.69,18.91,0,45,81,0,0,0,2,5,1,0,0,0,0,0,2,0,0,0,0,0,7,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
AT,2019,June 2019',17,No Graze,East,301,248,53,2.8,12.26,1.67,5,25,55,0,0,3,1,11,1,1,0,3,0,0,4,8,7,0,0,1,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
AT,2019,June 2019',17,No Graze,South,290,194,96,1.8,12.26,1.67,1,30,55,0,0,4,1,10,0,1,0,2,1,1,3,10,4,0,0,3,6,2,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AT,2019,June 2019',17,No Graze,West,321,231,90,3.1,12.26,1.67,0,55,60,0,0,3,1,12,2,6,0,1,0,2,8,4,4,0,0,0,5,0,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
AT,2019,June 2019',17,No Graze,North,296,237,59,2.1,12.26,1.67,2,55,60,0,0,8,2,12,4,2,0,0,1,0,3,4,3,0,0,4,7,0,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
AF,2020,June 2020',17,No Graze,East,921,873,48,5.1,11.51,1.11,0,10,35,0,0,15,4,30,5,2,0,4,0,1,10,6,4,0,0,8,32,0,2,8,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0
AT,2020,June 2020',17,No Graze,West,1019,274,745,6.2,11.51,1.11,0,40,60,0,0,3,2,17,1,3,0,2,1,0,4,3,1,0,0,2,25,0,1,3,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0
AT,2020,June 2020',17,No Graze,North,958,476,482,2.9,11.51,1.11,0,40,70,0,0,4,1,11,3,5,0,0,2,0,2,5,1,0,0,1,6,0,1,1,0,0,2,1,2,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0
AT,2020,June 2020',17,No Graze,South,945,631,314,5.6,11.51,1.11,0,50,60,0,0,12,1,10,0,0,0,3,1,2,3,3,4,0,0,2,4,2,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,4,0,0,0,0,0
AT,2021,June 2021',17,No Graze,East,1979,1443,536,3.1,15.72,1.44,2,43,73,0,0,3,1,16,0,0,0,2,1,2,2,5,1,0,0,3,7,0,2,23,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AF,2021,June 2021',17,No Graze,West,1761,1630,131,7.4,15.72,1.44,0,45,55,0,0,2,2,10,2,1,0,1,4,1,2,3,1,0,2,3,6,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AT,2021,June 2021',17,No Graze,South,1765,987,778,4,15.72,1.44,0,59,73,0,0,6,2,18,0,1,0,2,1,3,4,3,1,0,0,12,5,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
AT,2021,June 2021',17,No Graze,North,1767,513,1254,6.9,15.72,1.44,0,63,82,0,0,0,2,4,2,0,0,0,3,1,3,3,2,0,0,2,3,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AT,2022,June 2022',17,No Graze,East,1135,318,817,3.7,7.11,0.97,0,30,69,0,0,3,2,13,0,0,0,0,2,2,1,4,0,0,0,1,3,0,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2022,June 2022',17,No Graze,West,1102,491,611,6.7,7.11,0.97,0,31,61,0,0,3,2,30,2,0,0,1,1,0,2,3,5,0,1,2,3,1,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AT,2022,June 2022',17,No Graze,North,1097,790,307,9.9,7.11,0.97,0,42,78,0,0,3,1,11,0,0,0,0,2,2,3,2,1,0,0,1,4,0,2,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AT,2022,June 2022',17,No Graze,South,1143,951,192,3.6,7.11,0.97,0,49,74,0,0,3,2,4,1,0,0,2,2,0,3,7,4,0,1,1,5,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AT,2019,June 2019',18,No Graze,North,525,389,136,2.2,26.65,0.88,2,40,50,0,0,2,1,12,2,1,0,2,1,1,3,3,8,0,0,0,6,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,3,0,0,0,0,0
AT,2019,June 2019',18,No Graze,East,405,283,122,4.4,26.65,0.88,0,50,48,0,0,1,2,10,3,0,0,1,4,0,8,2,20,0,0,0,7,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
AT,2019,June 2019',18,No Graze,West,553,352,201,2.8,26.65,0.88,0,60,60,0,0,3,1,40,2,4,0,1,1,0,4,0,3,0,0,0,12,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0
AT,2019,June 2019',18,No Graze,South,559,412,147,4.3,26.65,0.88,0,80,80,0,0,3,2,10,2,2,0,0,0,1,3,0,3,0,0,0,9,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AF,2020,June 2020',18,No Graze,South,1243,463,780,7.9,28.48,3.8,1,4,80,0,0,0,2,7,4,1,0,0,0,1,3,1,2,0,0,1,20,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AT,2020,June 2020',18,No Graze,West,1193,757,436,9.4,28.48,3.8,0,5,70,0,0,13,10,35,2,5,0,2,2,0,7,2,12,0,0,0,50,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
AF,2020,June 2020',18,No Graze,East,905,549,356,5.4,28.48,3.8,0,5,55,0,0,0,6,21,1,4,0,10,2,0,4,7,16,0,0,0,48,0,2,3,0,0,0,0,2,0,0,2,0,0,0,0,0,3,2,1,2,0,0,0
AT,2020,June 2020',18,No Graze,North,960,510,450,5.5,28.48,3.8,2,12,50,0,0,0,2,10,2,0,0,3,0,1,5,2,5,0,0,1,8,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,30,0,0,0,0,0
AF,2021,June 2021',18,No Graze,West,996,312,684,11.5,12.37,2.92,0,18,85,0,0,3,1,7,1,1,0,1,0,0,3,0,1,1,0,1,9,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AF,2021,June 2021',18,No Graze,North,867,511,356,8.1,12.37,2.92,0,30,50,0,0,0,2,10,1,1,0,2,1,1,6,1,2,0,1,2,10,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
AT,2021,June 2021',18,No Graze,South,1630,931,699,6.7,12.37,2.92,0,35,82,0,0,0,1,6,2,0,0,0,0,0,3,0,1,0,0,0,19,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AT,2021,June 2021',18,No Graze,East,901,438,463,7.1,12.37,2.92,0,79,82,0,0,0,1,10,1,0,0,2,0,0,2,0,3,0,0,2,6,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,10,0
AF,2022,June 2022',18,No Graze,West,1133,320,813,9.9,16.66,4.91,0,10,75,0,0,2,1,10,1,0,0,1,1,0,2,2,3,0,0,0,11,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AT,2022,June 2022',18,No Graze,South,1123,525,598,7,16.66,4.91,0,15,88,0,0,2,1,8,1,1,0,1,0,0,1,0,1,0,0,0,2,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AT,2022,June 2022',18,No Graze,North,1113,240,873,8.5,16.66,4.91,0,51,89,0,0,0,1,6,1,0,0,0,0,0,2,0,0,0,0,0,16,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AF,2022,June 2022',18,No Graze,East,1120,394,726,8.3,16.66,4.91,0,61,90,0,0,0,1,6,2,0,0,0,0,1,2,0,1,0,2,1,3,0,2,3,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
AT,2019,June 2019',19,No Graze,South,262,199,63,2.2,12.85,1.78,0,30,55,0,0,4,1,10,4,4,0,0,2,1,3,0,0,0,0,0,10,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AT,2019,June 2019',19,No Graze,West,315,254,61,2.9,12.85,1.78,2,45,55,0,0,5,1,7,2,1,0,0,0,0,8,0,1,0,0,0,12,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,4,0,0,0,0
AT,2019,June 2019',19,No Graze,East,320,217,103,4.4,12.85,1.78,0,55,50,0,0,2,1,21,3,3,0,2,5,1,10,3,3,0,0,0,4,0,2,4,0,0,2,0,2,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0
AT,2019,June 2019',19,No Graze,North,331,258,73,3.5,12.85,1.78,2,60,60,0,0,4,2,8,3,1,0,3,0,1,8,2,3,0,1,0,10,3,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
AT,2020,June 2020',19,No Graze,North,960,548,412,8.5,44.31,1.72,0,15,70,0,0,8,1,3,3,1,0,2,0,0,3,0,4,0,0,0,22,0,2,2,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
AT,2020,June 2020',19,No Graze,West,1030,586,444,6.7,44.31,1.72,0,20,80,0,0,2,2,5,0,1,0,0,0,0,3,0,5,0,0,0,15,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
AT,2020,June 2020',19,No Graze,East,937,340,597,3.9,44.31,1.72,0,25,60,0,0,3,2,4,2,1,0,1,1,0,3,0,6,0,0,0,7,3,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0
AT,2020,June 2020',19,No Graze,South,1020,817,203,4,44.31,1.72,0,35,80,0,0,1,1,3,4,2,0,0,1,1,4,1,5,0,0,0,4,0,2,3,0,0,3,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AF,2021,June 2021',19,No Graze,South,1190,918,272,4.7,6.29,0.43,1,20,35,0,0,11,2,19,0,1,0,0,12,1,3,1,4,0,0,1,17,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AT,2021,June 2021',19,No Graze,West,943,882,61,4.7,6.29,0.43,0,40,70,0,0,2,2,5,0,0,0,0,3,1,1,0,8,0,0,0,23,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AF,2021,June 2021',19,No Graze,East,1096,1013,83,3.1,6.29,0.43,0,45,40,0,1,22,2,3,1,1,1,1,9,1,4,2,3,0,1,0,8,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0
AT,2021,June 2021',19,No Graze,North,979,843,136,4.6,6.29,0.43,0,74,69,0,0,22,2,16,0,0,0,0,10,0,3,0,10,0,1,0,3,1,2,0,0,0,2,1,3,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0
AT,2022,June 2022',19,No Graze,South,1194,240,954,9.7,27.3,3.61,0,25,60,0,0,5,2,20,1,1,0,1,0,0,10,1,0,0,0,0,25,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
AT,2022,June 2022',19,No Graze,West,1220,141,1079,7,27.3,3.61,0,43,85,0,0,0,1,6,3,0,0,0,2,0,4,0,0,0,0,0,3,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AT,2022,June 2022',19,No Graze,East,1189,68,1121,8.5,27.3,3.61,0,48,75,0,1,0,1,8,2,1,0,0,2,0,3,0,1,0,0,0,11,0,2,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
AF,2022,June 2022',19,No Graze,North,1145,272,873,10.4,27.3,3.61,0,50,75,0,0,0,1,2,0,1,0,0,0,0,4,0,2,0,0,0,11,0,2,2,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
AT,2019,June 2019',20,No Graze,North,243,129,114,7.9,34.73,6.14,0,45,50,0,0,2,2,35,3,15,0,0,0,0,3,0,2,0,0,0,4,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0
AT,2019,June 2019',20,No Graze,East,241,99,142,6,34.73,6.14,0,50,50,0,0,4,3,40,3,10,0,4,0,0,7,2,4,0,0,0,17,0,2,4,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0
AT,2019,June 2019',20,No Graze,South,194,92,102,7.6,34.73,6.14,0,60,65,0,0,2,1,22,2,3,10,0,0,0,1,0,2,1,0,0,6,0,1,3,0,0,2,0,0,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0
AT,2019,June 2019',20,No Graze,West,198,78,120,7.8,34.73,6.14,0,60,60,0,0,0,1,30,2,3,7,0,0,0,3,2,2,0,0,0,11,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
AF,2020,June 2020',20,No Graze,South,1050,530,520,10.4,57.16,5.78,0,5,85,0,0,0,3,38,2,1,1,0,0,0,2,0,8,0,0,0,27,0,2,17,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
AF,2020,June 2020',20,No Graze,North,1170,488,682,10.1,57.16,5.78,0,12,75,0,0,0,9,27,4,2,0,2,0,1,7,0,2,0,0,0,17,0,4,8,0,0,3,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
AT,2020,June 2020',20,No Graze,East,947,376,571,9.7,57.16,5.78,0,20,60,0,0,0,3,25,0,1,0,5,0,0,4,0,2,0,0,0,2,28,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
AT,2020,June 2020',20,No Graze,West,1130,238,892,13,57.16,5.78,0,25,80,0,0,0,2,25,1,1,3,0,0,0,1,0,2,0,0,0,20,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AF,2021,June 2021',20,No Graze,West,1190,57,1133,12,38.7,6.51,0,28,82,0,0,0,1,25,1,1,5,0,0,0,4,1,1,0,1,0,13,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AT,2021,June 2021',20,No Graze,South,1312,531,781,9.7,38.7,6.51,0,37,82,0,0,0,1,28,0,0,7,0,0,0,1,0,1,1,0,0,17,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
AT,2021,June 2021',20,No Graze,North,1133,202,931,8.1,38.7,6.51,0,37,88,0,0,0,1,11,0,1,0,0,0,0,3,0,2,1,0,0,10,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
AT,2021,June 2021',20,No Graze,East,1118,407,711,3.4,38.7,6.51,0,84,87,0,0,0,1,9,2,0,4,2,0,0,4,0,2,1,0,0,19,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
AT,2022,June 2022',20,No Graze,East,1151,485,666,10.2,32.08,7.09,0,41,73,0,0,0,1,18,1,2,0,1,0,0,5,0,0,0,0,0,18,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
AF,2022,June 2022',20,No Graze,South,1202,391,811,7.5,32.08,7.09,0,60,85,0,0,0,1,21,1,1,2,1,0,0,2,0,1,1,0,0,12,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
